,id,Name,Symbol,price,var_last_heure,var_last_day,var_cap,var_volume_day,var_circulating_supply,date,heure,variation_1h,moyenne_day
1187,47,Celestia,TIA,6.244357868778688e-05,0.93,0.0,0.0008400927414810647,0.0012021255537506214,400809872,2024-11-01,16:38:56,-0.0009695817490494292,6.253732848656853e-05
1188,47,Celestia,TIA,6.204919678930267e-05,0.83,1.0,0.0008331706429289289,0.001203493840143361,400809872,2024-11-01,16:40:59,-6.315789473684263e-05,6.253732848656853e-05
1189,47,Celestia,TIA,6.073459046102194e-05,0.13,2.48,0.0008067047039101141,0.0012457364961349195,400809872,2024-11-01,18:05:37,-0.00021186440677966025,6.253732848656853e-05
1190,43,Celestia,TIA,6.49413307115203e-05,0.0,0.0,0.0009103981646485257,0.0019411433047817437,406846325,2024-11-06,19:39:35,0.0006926406926406933,6.615465325379537e-05
1191,43,Celestia,TIA,6.49413307115203e-05,0.0,0.0,0.0009103981646485257,0.0019411433047817437,406846325,2024-11-06,19:39:59,0.0,6.615465325379537e-05
1192,43,Celestia,TIA,6.480987007869221e-05,0.0,0.0,0.0009092135828689565,0.001944561772584333,406846325,2024-11-06,19:45:45,-2.024291497975845e-05,6.615465325379537e-05
1193,43,Celestia,TIA,6.480987007869221e-05,0.0,0.0,0.0009092135828689565,0.001944561772584333,406846325,2024-11-06,19:46:05,0.0,6.615465325379537e-05
1194,43,Celestia,TIA,6.49413307115203e-05,0.0,0.0,0.0009111270533704817,0.001944561772584333,406846325,2024-11-06,19:46:25,2.0283975659230577e-05,6.615465325379537e-05
1195,43,Celestia,TIA,6.74390827352537e-05,0.0,0.0,0.0009634769490028602,0.002123205404437372,406846325,2024-11-06,23:08:03,0.0003846153846153836,6.615465325379537e-05
1196,10,Toncoin,TON,6.520425197717644e-05,0.23,3.12,0.007969196956764303,0.0018899224219687996,2541868929,2024-10-26,12:48:49,0.0,6.5999308018393e-05
1197,10,Toncoin,TON,6.520425197717644e-05,0.17,3.16,0.007966839112913413,0.0018907938724543865,2541868929,2024-10-26,12:56:12,0.0,6.5999308018393e-05
1198,10,Toncoin,TON,6.507279134434837e-05,0.34,3.35,0.007950459681661236,0.001894225630274996,2541868929,2024-10-26,13:01:27,-2.0161290322580215e-05,6.5999308018393e-05
1199,10,Toncoin,TON,6.507279134434837e-05,0.09,0.51,0.007948009628867665,0.000749975294778605,2541923791,2024-10-27,11:11:01,0.0,6.58439627829906e-05
1200,10,Toncoin,TON,6.49413307115203e-05,0.16,0.0,0.007937656192691414,0.0006347797018859068,2541937134,2024-10-27,18:31:38,-2.0202020202019772e-05,6.58439627829906e-05
1201,11,Toncoin,TON,6.480987007869221e-05,0.0,0.0,0.007934613332234426,0.000986116532735094,2543990786,2024-11-01,16:38:52,-2.024291497975845e-05,6.568861754758823e-05
1202,10,Toncoin,TON,6.49413307115203e-05,0.0,0.0,0.007940764106652757,0.0009858517218077482,2543990786,2024-11-01,16:40:54,2.0283975659230577e-05,6.568861754758823e-05
1203,10,Toncoin,TON,6.480987007869221e-05,0.0,0.0,0.007926102506265584,0.001042109234573336,2543995761,2024-11-01,18:05:33,-2.024291497975845e-05,6.568861754758823e-05
1204,11,Toncoin,TON,6.218065742213075e-05,0.25,0.0,0.007594378641264396,0.002068635501484287,2544350816,2024-11-06,19:39:31,-0.00040567951318458276,6.300336419277567e-05
1205,11,Toncoin,TON,6.218065742213075e-05,0.25,0.0,0.007594378641264396,0.002068635501484287,2544350816,2024-11-06,19:39:55,0.0,6.300336419277567e-05
1206,11,Toncoin,TON,6.218065742213075e-05,0.16,0.0,0.007592262374261301,0.002067453322180899,2544352726,2024-11-06,19:45:41,0.0,6.300336419277567e-05
1207,11,Toncoin,TON,6.218065742213075e-05,0.16,0.0,0.007592262374261301,0.002067453322180899,2544352726,2024-11-06,19:46:02,0.0,6.300336419277567e-05
1208,11,Toncoin,TON,6.218065742213075e-05,0.16,0.0,0.007592262374261301,0.002067453322180899,2544352726,2024-11-06,19:46:22,0.0,6.300336419277567e-05
1209,11,Toncoin,TON,6.231211805495882e-05,0.0,0.0,0.007612296130128378,0.0021203438820639685,2544362167,2024-11-06,23:08:00,2.114164904862534e-05,6.300336419277567e-05
